DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
GP1BB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBX1	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	2.0	0.0	0.0	14.0	1.0	4.0	11.0	24.0	18.0	0.0	0.0	0.0
GNB1L	100.0	118.0	201.0	174.0	200.0	227.0	319.0	224.0	348.0	378.0	460.0	391.0	185.0	285.0	139.0	308.0	296.0	414.0	65.0	50.0	59.0	144.0	128.0
RTL10	40.0	37.0	503.0	406.0	438.0	482.0	213.0	114.0	138.0	445.0	726.0	643.0	53.0	143.0	82.0	485.0	383.0	585.0	100.0	75.0	434.0	600.0	500.0
TXNRD2	92.0	153.0	224.0	208.0	228.0	250.0	686.0	319.0	529.0	446.0	635.0	556.0	234.0	284.0	213.0	415.0	442.0	516.0	168.0	137.0	115.0	294.0	267.0
COMT	251.0	257.0	723.0	675.0	716.0	780.0	1407.0	905.0	1137.0	1304.0	1801.0	1389.0	674.0	882.0	525.0	1157.0	1191.0	1519.0	352.0	316.0	482.0	593.0	549.0
MIR4761	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARVCF	165.0	203.0	484.0	546.0	532.0	638.0	365.0	478.0	594.0	1936.0	2643.0	2119.0	425.0	347.0	410.0	1960.0	1545.0	2312.0	324.0	249.0	434.0	692.0	655.0
TANGO2	22.0	28.0	285.0	263.0	300.0	338.0	350.0	120.0	162.0	459.0	764.0	589.0	56.0	113.0	22.0	467.0	473.0	588.0	53.0	24.0	290.0	294.0	222.0
MIR185	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR8	125.0	160.0	861.0	832.0	900.0	1001.0	509.0	177.0	389.0	1282.0	1879.0	1639.0	230.0	210.0	91.0	1363.0	1132.0	1477.0	124.0	94.0	619.0	663.0	567.0
MIR3618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRMT2A	77.0	124.0	405.0	437.0	405.0	524.0	434.0	252.0	335.0	962.0	1242.0	1026.0	249.0	260.0	256.0	956.0	750.0	1076.0	217.0	131.0	312.0	480.0	382.0
MIR6816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RANBP1	552.0	535.0	4073.0	4126.0	4263.0	5013.0	1900.0	1194.0	1589.0	3159.0	4554.0	3995.0	837.0	995.0	852.0	3324.0	3190.0	3635.0	464.0	409.0	2818.0	2328.0	2134.0
SNORA77B	12.0	62.0	30.0	22.0	20.0	22.0	0.0	0.0	1.0	36.0	27.0	29.0	0.0	0.0	0.0	15.0	25.0	30.0	1.0	0.0	4.0	3.0	4.0
ZDHHC8	44.0	54.0	414.0	441.0	413.0	527.0	100.0	79.0	162.0	1461.0	2016.0	1602.0	35.0	75.0	82.0	1547.0	1276.0	1769.0	51.0	57.0	406.0	464.0	405.0
CCDC188	2.0	2.0	34.0	29.0	31.0	34.0	0.0	8.0	3.0	73.0	98.0	93.0	1.0	19.0	0.0	95.0	45.0	87.0	4.0	5.0	39.0	65.0	46.0
LINC02891	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0
LINC00896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RTN4R	15.0	13.0	153.0	171.0	129.0	182.0	138.0	31.0	59.0	459.0	436.0	317.0	41.0	97.0	1.0	356.0	308.0	494.0	21.0	12.0	35.0	86.0	67.0
MIR1286	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGCR6L	10.0	17.0	168.0	175.0	182.0	184.0	13.0	35.0	29.0	317.0	398.0	291.0	0.0	14.0	15.0	259.0	256.0	354.0	28.0	30.0	203.0	290.0	217.0
FAM230G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF74	100.0	93.0	895.0	910.0	907.0	1063.0	189.0	204.0	368.0	1023.0	1340.0	1052.0	213.0	199.0	342.0	970.0	842.0	1152.0	146.0	111.0	790.0	1137.0	1068.0
SCARF2	112.0	122.0	526.0	516.0	557.0	598.0	208.0	313.0	356.0	2093.0	2698.0	2076.0	155.0	300.0	172.0	2269.0	2109.0	2539.0	134.0	117.0	486.0	462.0	440.0
KLHL22	125.0	136.0	248.0	273.0	273.0	316.0	681.0	225.0	407.0	463.0	617.0	521.0	188.0	205.0	125.0	511.0	427.0	545.0	131.0	87.0	296.0	301.0	292.0
MED15	184.0	263.0	512.0	511.0	496.0	588.0	1519.0	675.0	1252.0	1085.0	1617.0	1243.0	688.0	823.0	332.0	1156.0	988.0	1190.0	300.0	246.0	679.0	815.0	779.0
POM121L4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM191A	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PI4KA	419.0	598.0	1740.0	1764.0	1775.0	2082.0	3328.0	1618.0	2576.0	2664.0	4448.0	3592.0	1172.0	1580.0	789.0	2866.0	2315.0	3019.0	650.0	488.0	1874.0	2823.0	2458.0
SERPIND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
SNAP29	85.0	129.0	920.0	977.0	917.0	1111.0	379.0	188.0	261.0	823.0	1338.0	1147.0	164.0	241.0	315.0	747.0	745.0	901.0	207.0	159.0	934.0	995.0	935.0
CRKL	492.0	522.0	5264.0	5340.0	5213.0	6389.0	2026.0	850.0	1444.0	3617.0	5671.0	4792.0	1081.0	1746.0	842.0	3975.0	3192.0	4190.0	778.0	578.0	3082.0	4594.0	4010.0
LINC01637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AIFM3	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	3.0	3.0	0.0	0.0	0.0	0.0	6.0	2.0	1.0	1.0	0.0	1.0	0.0
LZTR1	110.0	142.0	462.0	482.0	459.0	549.0	522.0	249.0	588.0	1579.0	2403.0	1883.0	272.0	274.0	133.0	1718.0	1303.0	1724.0	255.0	171.0	569.0	816.0	723.0
THAP7	83.0	85.0	261.0	281.0	304.0	338.0	185.0	91.0	142.0	418.0	622.0	549.0	109.0	169.0	45.0	439.0	402.0	501.0	97.0	80.0	248.0	235.0	210.0
THAP7-AS1	6.0	2.0	33.0	46.0	58.0	52.0	0.0	4.0	5.0	39.0	64.0	48.0	0.0	0.0	0.0	46.0	33.0	52.0	13.0	16.0	53.0	53.0	46.0
TUBA3FP	5.0	1.0	23.0	41.0	25.0	39.0	1.0	0.0	0.0	3.0	8.0	17.0	0.0	0.0	0.0	12.0	11.0	10.0	2.0	0.0	15.0	27.0	24.0
P2RX6	21.0	24.0	119.0	108.0	140.0	152.0	1.0	50.0	39.0	229.0	303.0	261.0	53.0	22.0	5.0	220.0	191.0	214.0	32.0	20.0	129.0	208.0	212.0
SLC7A4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	7.0	0.0	0.0	0.0	7.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0
MIR649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P2RX6P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC74B	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
BCRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
FAM230B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
POM121L8P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM230H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMBP3B	0.0	0.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
HIC2	10.0	19.0	320.0	320.0	319.0	377.0	0.0	2.0	0.0	271.0	499.0	408.0	14.0	0.0	0.0	329.0	335.0	416.0	12.0	3.0	190.0	266.0	261.0
TMEM191C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	1.0	0.0	0.0	0.0	7.0	1.0	6.0	0.0	0.0	0.0	0.0	1.0
PI4KAP2	1.0	2.0	33.0	52.0	69.0	85.0	36.0	13.0	0.0	149.0	259.0	224.0	18.0	13.0	0.0	140.0	199.0	235.0	4.0	4.0	102.0	64.0	45.0
RIMBP3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2L3	162.0	214.0	2220.0	2254.0	2241.0	2529.0	682.0	303.0	469.0	2143.0	3335.0	2804.0	212.0	253.0	84.0	2126.0	2268.0	2413.0	67.0	56.0	2104.0	1725.0	1634.0
YDJC	60.0	53.0	270.0	241.0	240.0	278.0	167.0	161.0	191.0	624.0	745.0	597.0	127.0	190.0	108.0	524.0	519.0	585.0	157.0	108.0	168.0	334.0	331.0
CCDC116	0.0	2.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	7.0	4.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	3.0	6.0	1.0
SDF2L1	168.0	208.0	245.0	257.0	238.0	317.0	504.0	218.0	352.0	605.0	853.0	603.0	250.0	344.0	196.0	618.0	557.0	676.0	74.0	61.0	35.0	78.0	60.0
LOC107985532	0.0	4.0	47.0	33.0	42.0	47.0	0.0	1.0	9.0	93.0	124.0	107.0	1.0	8.0	0.0	78.0	97.0	97.0	11.0	4.0	36.0	39.0	44.0
MIR301B	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0
MIR130B	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PPIL2	261.0	287.0	578.0	552.0	559.0	622.0	935.0	571.0	811.0	1057.0	1734.0	1307.0	459.0	639.0	297.0	1056.0	977.0	1291.0	370.0	299.0	803.0	729.0	652.0
YPEL1	2.0	7.0	374.0	386.0	365.0	449.0	89.0	26.0	1.0	162.0	280.0	228.0	1.0	21.0	3.0	178.0	141.0	181.0	9.0	10.0	395.0	729.0	645.0
MAPK1	424.0	656.0	4751.0	4793.0	4654.0	5638.0	3899.0	1409.0	3113.0	4059.0	6396.0	5537.0	1325.0	1980.0	1174.0	4133.0	3468.0	4508.0	528.0	418.0	3456.0	4252.0	4146.0
PPM1F	126.0	123.0	776.0	852.0	833.0	989.0	712.0	505.0	517.0	1701.0	2630.0	2073.0	320.0	432.0	310.0	1769.0	1349.0	1903.0	139.0	116.0	479.0	637.0	563.0
PPM1F-AS1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	5.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	4.0	1.0	4.0
TOP3B	94.0	98.0	360.0	331.0	342.0	371.0	678.0	535.0	622.0	1054.0	1358.0	1145.0	199.0	392.0	86.0	988.0	932.0	1324.0	185.0	114.0	354.0	400.0	358.0
PRAMENP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
VPREB1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMS1P20	73.0	59.0	497.0	443.0	461.0	560.0	176.0	65.0	181.0	398.0	550.0	491.0	28.0	107.0	57.0	396.0	331.0	481.0	94.0	40.0	543.0	364.0	317.0
ZNF280B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF280A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAME	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LL22NC03-63E9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POM121L1P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGTLC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR5571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGLL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPH14	5.0	6.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
GNAZ	6.0	10.0	280.0	304.0	297.0	352.0	1.0	52.0	28.0	162.0	272.0	196.0	31.0	39.0	1.0	155.0	138.0	218.0	8.0	4.0	187.0	181.0	194.0
RAB36	4.0	1.0	8.0	11.0	5.0	18.0	0.0	1.0	0.0	10.0	9.0	9.0	2.0	26.0	1.0	6.0	5.0	17.0	2.0	2.0	6.0	10.0	18.0
BCR	82.0	124.0	732.0	705.0	725.0	892.0	307.0	269.0	181.0	1004.0	1442.0	1162.0	107.0	90.0	129.0	1021.0	812.0	1041.0	103.0	76.0	482.0	648.0	637.0
FBXW4P1	0.0	0.0	21.0	10.0	17.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	1.0	10.0	6.0	6.0	9.0	0.0	1.0	9.0	10.0	6.0
LINC02556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CES5AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM230I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCAT14	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGLL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRICH1	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0
GUSBP11	8.0	13.0	180.0	184.0	168.0	230.0	0.0	19.0	37.0	182.0	277.0	294.0	28.0	40.0	2.0	195.0	265.0	275.0	16.0	21.0	106.0	200.0	171.0
RGL4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	198.0	184.0	0.0	0.0	0.0	108.0	108.0	148.0	1.0	0.0	0.0	0.0	0.0
ZNF70	19.0	36.0	554.0	602.0	566.0	679.0	68.0	46.0	70.0	195.0	363.0	265.0	35.0	50.0	8.0	163.0	152.0	182.0	38.0	39.0	603.0	713.0	571.0
VPREB3	1.0	2.0	0.0	2.0	0.0	1.0	0.0	3.0	8.0	5.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C22orf15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
CHCHD10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCB1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DERL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIF-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIF	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100652871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTT2B	0.0	0.0	8.0	8.0	13.0	12.0	0.0	0.0	1.0	31.0	30.0	17.0	0.0	0.0	0.0	7.0	13.0	13.0	0.0	0.0	17.0	9.0	15.0
DDTL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTT2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSTT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABIN1	351.0	542.0	2000.0	1985.0	1935.0	2283.0	3711.0	1660.0	2544.0	4516.0	6233.0	4908.0	1454.0	1826.0	1617.0	3957.0	3125.0	4641.0	646.0	412.0	1512.0	1852.0	1729.0
SUSD2	0.0	0.0	5.0	3.0	1.0	2.0	1.0	3.0	15.0	12.0	18.0	20.0	0.0	0.0	0.0	6.0	20.0	11.0	0.0	2.0	2.0	0.0	0.0
GGT5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
POM121L9P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
SPECC1L-ADORA2A	0.0	0.0	3.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
SPECC1L	0.0	1.0	576.0	577.0	605.0	683.0	0.0	0.0	0.0	504.0	855.0	687.0	0.0	0.0	0.0	586.0	448.0	678.0	0.0	0.0	559.0	782.0	727.0
ADORA2A	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	5.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0
ADORA2A-AS1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	16.0	1.0	0.0	0.0	24.0	3.0	17.0	0.0	0.0	2.0	0.0	1.0
UPB1	0.0	1.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
GUCD1	213.0	229.0	3072.0	3122.0	3037.0	3713.0	596.0	479.0	529.0	2272.0	3374.0	2908.0	262.0	450.0	182.0	2323.0	2021.0	2502.0	236.0	198.0	2967.0	3359.0	2909.0
SNRPD3	1438.0	1543.0	2818.0	2879.0	3019.0	3514.0	5806.0	2771.0	3358.0	2692.0	3871.0	3202.0	1390.0	2638.0	1499.0	2864.0	2569.0	3119.0	1148.0	859.0	2654.0	2203.0	1974.0
GGT1	7.0	7.0	49.0	41.0	49.0	50.0	0.0	0.0	9.0	101.0	83.0	82.0	0.0	19.0	18.0	80.0	56.0	86.0	4.0	5.0	32.0	45.0	36.0
LRRC75B	3.0	10.0	50.0	59.0	60.0	71.0	6.0	21.0	42.0	153.0	141.0	108.0	13.0	47.0	0.0	80.0	83.0	143.0	12.0	11.0	59.0	65.0	60.0
BCRP3	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	7.0	0.0	1.0	0.0	0.0	2.0
POM121L10P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
PIWIL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOP1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
SGSM1	1.0	0.0	8.0	15.0	6.0	14.0	89.0	26.0	61.0	57.0	67.0	64.0	22.0	8.0	41.0	46.0	47.0	51.0	3.0	8.0	32.0	32.0	34.0
TMEM211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1671	4.0	9.0	41.0	42.0	31.0	53.0	1.0	26.0	51.0	64.0	96.0	69.0	10.0	70.0	19.0	69.0	53.0	78.0	8.0	16.0	45.0	95.0	82.0
KIAA1671-AS1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CRYBB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYBB2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGLL3P	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0
