DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
APCDD1L	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
APCDD1L-DT	0	0	1	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	1	1
LINC01711	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1
STX16-NPEPL1	0	2	1	4	0	2	0	0	0	2	10	2	0	12	0	1	7	3	4	1	1	1	1
STX16	3	6	1129	1069	1098	1367	48	25	70	1815	2423	2215	24	25	0	1678	1530	2009	6	1	134	1647	1530
NPEPL1	6	4	2	3	7	5	0	29	0	44	42	28	0	7	0	32	31	47	12	15	4	12	7
LOC105372695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR296	0	0	0	1	1	3	0	0	0	0	1	1	0	0	0	0	0	0	7	1	0	4	0
MIR298	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2
GNAS-AS1	12	6	34	40	38	51	23	11	18	23	23	31	14	20	0	29	20	28	5	5	23	28	32
GNAS	7890	10679	32625	32968	32908	39082	45577	23870	31468	36167	55211	43409	14467	21290	12431	37164	33714	40326	10779	8269	20609	25821	23217
LOC101927932	0	0	5	0	3	1	29	0	0	2	2	2	0	0	0	0	0	1	0	0	1	3	6
NELFCD	845	1052	2945	3034	2929	3725	3427	2426	2945	4327	6144	5171	1618	2347	1548	4314	3790	4809	876	697	2544	3069	2644
CTSZ	0	0	2	1	1	3	0	0	0	26	34	15	0	0	6	6	3	25	3	0	4	0	0
TUBB1	9	4	0	0	0	0	15	10	10	19	47	58	2	3	2	18	29	33	8	1	0	0	0
ATP5F1E	234	103	219	205	211	230	121	104	120	692	978	686	71	51	62	682	494	670	93	57	77	218	174
SLMO2-ATP5E	0	0	1	1	3	1	0	0	0	5	4	0	0	0	0	0	6	4	3	0	0	0	0
PRELID3B	0	3	2091	2183	2090	2685	0	0	0	2015	2779	2490	0	0	0	1665	1652	2010	3	0	2541	1964	1893
ZNF831	1	0	0	0	1	0	0	2	2	1	1	1	0	0	0	0	0	0	0	1	3	1	5
EDN3	0	0	0	0	0	0	0	0	0	3	1	1	0	0	5	0	0	0	0	0	1	0	0
PHACTR3	2	0	6	3	3	5	1	0	0	4	7	11	0	0	0	14	5	3	1	0	2	0	2
PHACTR3-AS1	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
SYCP2	0	0	5	11	9	7	2	1	1	9	14	9	0	1	0	7	6	2	0	0	8	10	6
FAM217B	63	49	1082	1091	1004	1283	165	83	175	889	1225	1069	67	160	82	836	716	969	60	70	755	1126	1021
PPP1R3D	27	22	125	142	115	145	105	86	32	162	198	176	19	40	65	126	60	130	59	27	104	153	149
CDH26	2	0	8	14	10	7	2	0	0	9	9	4	0	0	0	17	7	4	1	3	5	7	8
LINC02910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR646HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105372698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928048	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH4	16	5	40	38	64	60	348	187	211	353	468	361	109	199	108	241	243	421	35	26	48	32	28
LOC100128310	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0
MIR1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF4	95	105	101	97	79	126	164	126	224	228	413	328	108	173	42	336	264	348	128	83	102	115	84
MIR3195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM14B	362	395	1665	1600	1709	1971	1493	608	935	2053	2843	2419	705	921	452	2105	1730	2289	678	488	1674	1802	1597
PSMA7	1448	1669	3737	3753	3813	4379	5605	3316	4098	3453	4502	3799	1885	2515	1827	3781	3158	3791	1048	846	1390	3083	2753
SS18L1	94	98	1142	1145	1138	1437	434	358	381	1852	2542	2052	277	361	204	1687	1278	2143	106	103	680	1068	951
MTG2	85	125	460	494	423	518	380	117	316	634	846	737	170	147	167	636	597	759	169	127	579	677	655
HRH3	1	0	3	5	2	3	0	0	12	7	7	5	3	0	0	7	5	6	6	5	0	3	1
LOC105369209	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL2	113	174	530	511	515	603	827	496	590	865	1187	1023	430	443	224	796	677	930	196	139	558	622	549
ADRM1	665	744	1125	1161	1161	1378	1692	1115	1454	1665	2374	1793	1072	1337	818	1784	1663	1942	669	586	1018	1104	1053
LAMA5	221	229	501	510	503	614	2600	1625	2168	5607	7785	6103	1256	1305	1031	6089	4736	6495	340	310	526	926	813
MIR4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA5-AS1	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	2	0	0	0
RPS21	2256	1939	5634	5575	5870	6805	6170	4161	5041	6737	9002	6813	397	752	297	6390	7251	7224	373	301	1488	5091	4764
CABLES2	18	37	257	277	244	324	81	54	12	246	387	313	49	22	5	190	223	258	14	13	175	162	149
RBBP8NL	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
GATA5	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0
MIR1-1HG-AS1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MIR1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO4A1	405	622	1238	1307	1289	1492	1131	684	1102	2086	2904	2317	547	753	409	2065	1718	2341	419	299	870	1232	1050
SLCO4A1-AS1	104	166	313	323	300	317	475	349	451	476	820	594	173	352	253	505	447	562	360	248	486	372	370
NTSR1	5	13	83	79	102	127	2	14	20	40	46	38	0	8	46	21	21	31	11	5	28	69	54
LINC00659	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	1	2	0
MRGBP	45	67	862	914	854	1167	118	33	80	897	1393	1186	86	79	25	950	705	1098	76	64	922	809	734
OGFR-AS1	0	1	0	0	2	0	0	0	0	7	6	7	0	0	0	8	2	1	0	1	1	2	0
OGFR	283	336	508	489	553	594	299	345	397	1134	1611	1172	225	225	136	1038	985	1275	439	354	978	623	592
COL9A3	1606	1878	3261	3200	3258	3627	1586	1181	1373	5283	6781	5375	1224	1642	1209	5387	5048	6599	1674	1153	1843	2914	2582
TCFL5	20	28	697	816	822	925	105	34	156	1002	1406	1118	12	48	78	890	785	1029	35	22	577	757	686
DIDO1	510	592	1914	2012	1997	2314	1879	1440	1555	2162	3722	3156	1433	1789	986	2578	1845	2599	652	565	1823	2159	1992
SNORA117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0
GID8	242	233	1941	1966	1912	2385	1405	827	1149	1712	2535	2364	340	703	324	1675	1792	1920	283	196	1209	2597	2266
SLC17A9	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	2	0	0	0
BHLHE23	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	14	0	2	2
LINC01749	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00029	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAR1A	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0
MIR124-3	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
YTHDF1	231	371	1844	1840	1867	2221	1182	588	862	1716	2540	2175	517	717	448	1691	1380	1917	322	252	1197	1481	1306
BIRC7	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0
MIR3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN4	4	8	25	23	28	27	75	1	79	52	75	45	5	7	5	50	27	66	7	7	11	29	17
FLJ16779	2	1	11	5	2	3	1	0	1	21	26	15	1	1	28	9	4	14	1	1	3	5	3
ARFGAP1	204	218	625	709	644	774	1026	898	588	2826	3794	3112	335	602	214	2802	2577	3340	236	189	710	747	705
MIR4326	0	0	0	0	0	1	0	0	0	9	10	18	0	0	0	12	6	15	0	0	0	0	0
COL20A1	2191	2549	3487	3607	3514	4191	6325	4582	5907	37451	49342	41057	3614	3209	2839	34954	27763	38782	3406	2616	4842	5000	4437
CHRNA4	3	3	0	1	0	0	0	5	0	87	147	120	0	0	0	57	53	67	62	51	0	1	1
LOC100130587	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0
KCNQ2	91	107	870	951	915	986	43	82	145	1642	2150	1651	86	127	13	1770	1595	1846	101	75	307	627	558
EEF1A2	289	207	661	619	655	759	4139	3063	3538	3457	4747	3379	1222	1603	1122	3169	2688	3830	181	156	498	708	597
PPDPF	295	384	309	296	289	321	588	303	586	963	1231	865	320	412	291	956	823	1129	487	319	324	380	339
PTK6	0	0	0	0	1	0	1	0	1	11	11	13	0	0	0	20	13	8	2	0	0	2	1
SRMS	1	0	1	0	0	0	0	0	1	3	1	1	1	0	0	2	4	7	1	0	0	1	0
FNDC11	0	0	1	1	4	0	0	3	0	4	9	6	3	1	0	2	2	6	3	3	4	2	2
HELZ2	40	67	242	256	220	269	607	234	411	833	1048	776	153	195	175	827	553	877	189	164	314	456	406
GMEB2	82	106	556	570	537	637	587	295	378	871	1171	924	252	313	234	832	684	911	157	136	635	681	571
MHENCR	1	4	55	57	54	81	0	19	0	96	107	108	3	0	0	77	55	114	27	18	27	63	74
STMN3	1120	1204	3064	3140	3109	3626	2359	1419	1828	3547	4755	3707	905	1375	729	3424	3324	3839	862	691	1903	2831	2519
RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTEL1	0	0	6	17	13	12	0	0	0	31	58	59	0	0	0	33	40	45	1	0	16	39	21
TNFRSF6B	0	0	0	0	0	0	0	0	0	3	8	3	0	0	7	6	1	5	0	0	1	0	0
ARFRP1	55	72	267	260	238	283	413	159	290	449	560	453	197	185	126	497	416	529	163	120	259	431	406
ZGPAT	73	60	174	116	138	182	112	132	124	489	607	412	140	82	113	471	431	533	113	91	157	152	143
LIME1	3	2	40	40	38	44	0	0	6	181	232	215	0	0	0	172	183	210	4	2	26	43	36
SLC2A4RG	15	49	167	174	197	231	11	34	64	750	877	609	19	81	31	633	623	814	32	28	132	125	130
ZBTB46-AS1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268269	9	10	107	110	104	115	71	32	41	76	123	74	11	30	0	91	58	74	28	18	187	164	149
ABHD16B	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0
TPD52L2	294	355	1548	1576	1596	1963	1892	795	791	1732	2504	2036	458	786	749	1609	1452	2092	361	272	1019	1817	1600
DNAJC5	231	245	2518	2465	2563	3008	1028	433	613	2359	3369	2699	268	484	461	2232	1734	2709	222	212	1788	2727	2397
MIR941-1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
MIR941-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
UCKL1	168	194	406	411	405	480	315	332	432	686	974	770	245	276	109	639	581	708	209	177	451	602	494
MIR1914	0	0	0	0	1	1	0	0	0	8	18	6	0	0	0	19	22	15	0	0	0	0	0
MIR647	0	0	1	1	2	1	0	0	0	9	5	25	0	0	0	11	7	9	0	0	0	0	1
UCKL1-AS1	0	0	2	3	5	9	0	0	0	33	64	48	0	0	0	33	25	35	0	0	6	4	4
ZNF512B	98	126	841	768	754	895	227	146	281	1470	2203	1714	262	209	60	1443	1153	1594	155	94	609	773	805
SAMD10	19	40	138	85	99	126	14	45	62	409	525	380	46	107	7	314	305	440	40	28	108	106	74
PRPF6	912	962	1236	1350	1255	1584	3955	2769	2926	2508	3494	2698	1837	2086	1684	2207	1955	2672	1440	1145	1646	1899	1839
C20orf204	1	1	3	0	4	2	0	0	0	23	16	13	16	0	28	15	25	12	0	0	8	9	8
TCEA2	137	79	287	332	319	396	332	162	224	672	823	661	103	186	108	656	640	683	307	190	230	344	291
SOX18	21	15	5	14	3	18	51	32	36	52	102	54	12	61	1	43	56	56	9	20	5	5	4
RGS19	85	71	350	335	326	407	180	163	246	548	698	602	137	123	54	571	436	605	59	61	132	216	188
MIR6813	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OPRL1	4	8	22	25	16	32	16	35	8	66	75	49	17	39	0	76	58	67	4	10	23	28	23
LKAAEAR1	25	19	23	22	27	29	41	57	49	41	78	49	38	57	1	80	61	43	16	17	5	19	23
NPBWR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MYT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCMTD2	0	1	830	891	780	1120	17	0	0	1185	1583	1374	0	10	0	919	1010	1241	0	0	759	2063	1930
LINC00266-1	0	0	1	5	0	3	0	0	0	6	0	3	0	0	0	1	0	8	0	0	1	2	3
LOC102723996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GATD3B	0	5	12	19	14	10	0	1	16	53	66	52	0	4	4	57	74	42	18	8	13	17	21
LOC102724159	1	5	37	56	51	62	162	34	72	114	146	108	3	32	50	105	92	106	9	1	78	63	54
LOC102724219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH507-42P11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIK1B	0	0	19	13	21	17	0	0	0	49	73	37	0	0	0	18	26	46	0	2	12	11	13
CBSL	2	4	36	33	39	46	68	0	31	63	83	65	0	24	0	95	75	50	10	4	38	37	22
U2AF1L5	0	0	1	1	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0
CRYAA2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106780825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8069-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM11B	0	1	4	3	1	4	0	0	0	1	9	8	23	0	0	6	10	18	2	0	1	2	4
FAM243B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM34B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45SN2	0	0	9	15	21	11	0	0	0	3	1	2	0	0	0	3	5	0	0	0	2	23	19
MIR3648-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA18SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA18SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA45SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA18SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3648-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT4P2	0	0	9	4	11	8	0	1	0	17	17	27	0	0	0	11	17	22	0	0	10	11	7
NCOR1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAGE2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
TPTE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MIR3118-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8069-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F29P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPI	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	2	0	6	0	0	1	0	0
RBM11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HSPA13	306	408	1075	1189	1118	1380	4141	1851	2639	1796	2174	2038	1139	1679	1104	1330	1416	1885	370	280	1246	1620	1458
SAMSN1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC388813	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02246	0	2	44	48	49	53	0	0	2	15	24	27	0	10	0	15	3	9	2	1	39	41	23
NRIP1	23	61	414	380	407	503	145	47	76	159	229	192	46	29	15	134	171	147	43	24	518	478	502
USP25	79	94	781	778	756	927	257	88	204	382	532	474	75	77	130	448	262	437	72	54	814	785	739
MIR99AHG	17	25	245	256	264	342	126	0	78	114	153	145	13	33	0	123	83	135	30	21	413	346	344
SNORD74B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR99A	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7C	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0
MIR125B2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01549	0	1	2	1	1	0	0	0	1	2	3	9	0	0	0	2	6	4	0	0	3	2	1
CXADR	45	51	687	720	678	847	543	170	342	523	807	648	121	365	325	489	490	539	54	39	416	735	666
BTG3	87	121	352	439	421	454	949	292	483	460	629	518	177	252	151	335	404	386	54	36	82	234	210
BTG3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C21orf91-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C21orf91	0	0	0	0	0	0	0	1	0	12	0	0	0	1	0	4	0	0	0	0	0	0	0
CHODL	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHODL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS15	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR548XHG	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAM2	162	290	547	525	498	576	363	161	308	144	180	225	78	146	142	129	112	125	129	84	718	732	616
LINC00317	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LINC01425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01687	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01689	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01684	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01692	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC00158	0	0	0	0	0	1	1	0	0	10	0	1	0	0	0	0	0	0	0	0	1	0	2
MIR155HG	0	0	4	0	1	0	0	0	1	42	1	0	0	0	0	0	0	0	0	0	0	1	0
MIR155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00515	0	0	2	4	4	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	5	2
MRPL39	151	144	351	358	341	472	1088	400	705	356	446	417	236	334	323	305	312	423	104	85	264	303	339
JAM2	73	102	665	628	669	744	1145	196	534	487	805	608	165	334	175	438	371	535	99	84	363	488	473
ATP5PF	326	488	812	917	970	1032	3801	1256	2156	1162	1456	1306	699	1166	736	1059	1187	1100	201	97	447	598	546
GABPA	41	43	525	578	608	709	169	131	287	666	947	821	72	229	38	571	485	787	73	61	674	852	771
APP	3321	3871	5871	5860	5853	7101	33243	20730	24800	18958	26937	22490	10840	15882	10857	17868	16216	20793	5033	3543	6485	6216	5465
CYYR1-AS1	0	0	2	1	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	1	1	0
CYYR1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ADAMTS1	58	75	212	216	210	218	875	404	470	466	578	541	259	339	242	296	294	293	60	30	78	101	79
ADAMTS5	5	9	153	163	168	167	93	89	89	142	243	230	66	18	93	155	173	167	28	28	115	220	163
MIR4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01695	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6AMT1	30	26	227	268	215	258	162	36	62	175	270	250	61	35	82	209	162	252	29	16	202	284	292
LINC00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTN1	207	238	1151	1106	1120	1383	3902	1347	2914	1354	2023	1993	1136	1163	877	1325	1176	1575	104	92	847	1475	1332
RWDD2B	52	52	406	398	416	488	280	69	258	243	375	278	101	40	49	234	177	277	51	41	498	763	664
